ticket_id,producto_id,cantidad
TK_0000345,PROD_00096,4
TK_0000346,PROD_00212,1.101
TK_0000346,PROD_00419,5
TK_0000346,PROD_00399,2
TK_0000346,PROD_00004,3
TK_0000346,PROD_00339,1
TK_0000346,PROD_00445,0.883
TK_0000346,PROD_00047,5
TK_0000347,PROD_00165,5
TK_0000347,PROD_00112,4
TK_0000347,PROD_00127,4
TK_0000347,PROD_00273,1.451
TK_0000347,PROD_00066,2
TK_0000347,PROD_00382,3
TK_0000347,PROD_00491,4
TK_0000347,PROD_00097,5
TK_0000347,PROD_00375,1
TK_0000347,PROD_00067,3
TK_0000347,PROD_00224,1
TK_0000348,PROD_00160,0.687
TK_0000348,PROD_00266,4
TK_0000348,PROD_00121,2
TK_0000348,PROD_00440,5
TK_0000348,PROD_00397,2
TK_0000348,PROD_00093,1
TK_0000349,PROD_00231,1.511
TK_0000349,PROD_00468,2
TK_0000349,PROD_00097,1
TK_0000349,PROD_00434,3
TK_0000349,PROD_00272,4
TK_0000349,PROD_00350,2
TK_0000349,PROD_00004,1
TK_0000349,PROD_00139,5
TK_0000349,PROD_00317,1
TK_0000349,PROD_00367,2
TK_0000349,PROD_00224,5
TK_0000350,PROD_00297,1.56
TK_0000350,PROD_00101,4
TK_0000350,PROD_00376,5
TK_0000350,PROD_00251,1.648
TK_0000350,PROD_00208,4
TK_0000350,PROD_00436,1.32
TK_0000350,PROD_00364,2.104
TK_0000350,PROD_00173,2.116
TK_0000351,PROD_00157,3
TK_0000351,PROD_00206,4
TK_0000351,PROD_00372,1
TK_0000351,PROD_00349,3
TK_0000351,PROD_00007,1.036
TK_0000351,PROD_00402,5
TK_0000351,PROD_00353,1
TK_0000351,PROD_00068,3
TK_0000351,PROD_00168,4
TK_0000351,PROD_00390,3.372
TK_0000351,PROD_00422,5
TK_0000351,PROD_00348,0.563
TK_0000351,PROD_00360,3
TK_0000352,PROD_00353,2
TK_0000352,PROD_00330,4
TK_0000352,PROD_00033,1.242
TK_0000352,PROD_00004,2
TK_0000352,PROD_00149,3
TK_0000352,PROD_00343,4
TK_0000352,PROD_00031,3
TK_0000352,PROD_00035,4
TK_0000352,PROD_00093,4
TK_0000352,PROD_00160,2.561
TK_0000353,PROD_00423,1
TK_0000353,PROD_00116,2
TK_0000353,PROD_00353,5
TK_0000353,PROD_00115,4
TK_0000353,PROD_00019,4
TK_0000353,PROD_00483,2
TK_0000353,PROD_00333,4
TK_0000353,PROD_00436,1.435
TK_0000353,PROD_00172,3
TK_0000353,PROD_00237,3
TK_0000353,PROD_00039,4
TK_0000353,PROD_00012,5
TK_0000354,PROD_00065,4
TK_0000354,PROD_00415,2.341
TK_0000354,PROD_00451,2
TK_0000354,PROD_00290,3
TK_0000354,PROD_00169,1
TK_0000354,PROD_00182,5
TK_0000354,PROD_00035,1
TK_0000354,PROD_00445,3.19
TK_0000354,PROD_00089,5
TK_0000354,PROD_00306,2
TK_0000354,PROD_00096,5
TK_0000354,PROD_00407,5
TK_0000354,PROD_00466,2
TK_0000354,PROD_00302,5
TK_0000355,PROD_00391,2.639
TK_0000355,PROD_00089,1
TK_0000355,PROD_00373,3.42
TK_0000355,PROD_00267,2
TK_0000355,PROD_00214,4
TK_0000355,PROD_00011,3
TK_0000355,PROD_00263,3
TK_0000355,PROD_00026,4
TK_0000355,PROD_00059,1.733
TK_0000355,PROD_00498,2
TK_0000355,PROD_00466,5
TK_0000355,PROD_00145,2.278
TK_0000356,PROD_00140,1.397
TK_0000356,PROD_00039,5
TK_0000356,PROD_00059,3.312
TK_0000356,PROD_00201,5
TK_0000356,PROD_00226,5
TK_0000356,PROD_00008,5
TK_0000356,PROD_00234,1
TK_0000356,PROD_00327,1
TK_0000357,PROD_00206,4
TK_0000357,PROD_00029,3
TK_0000357,PROD_00078,2.686
TK_0000357,PROD_00054,3.402
TK_0000357,PROD_00425,2
TK_0000357,PROD_00179,1
TK_0000357,PROD_00389,4
TK_0000357,PROD_00482,5
TK_0000357,PROD_00259,1
TK_0000357,PROD_00007,1.592
TK_0000357,PROD_00233,2.894
TK_0000357,PROD_00348,2.223
TK_0000357,PROD_00305,1
TK_0000358,PROD_00039,1
TK_0000358,PROD_00462,4
TK_0000358,PROD_00271,1
TK_0000358,PROD_00215,3
TK_0000358,PROD_00199,2
TK_0000358,PROD_00028,1
TK_0000359,PROD_00413,5
TK_0000359,PROD_00183,2.618
TK_0000359,PROD_00443,2
TK_0000359,PROD_00312,2.065
TK_0000359,PROD_00061,1.879
TK_0000359,PROD_00177,5
TK_0000359,PROD_00399,2
TK_0000360,PROD_00450,2
TK_0000360,PROD_00290,2
TK_0000360,PROD_00140,0.911
TK_0000360,PROD_00033,3.064
TK_0000360,PROD_00236,4
TK_0000360,PROD_00293,4
TK_0000360,PROD_00220,4
TK_0000360,PROD_00136,5
TK_0000360,PROD_00479,4
TK_0000360,PROD_00433,4
TK_0000360,PROD_00475,5
TK_0000360,PROD_00463,2.502
TK_0000360,PROD_00217,2
TK_0000361,PROD_00276,1
TK_0000361,PROD_00488,0.943
TK_0000361,PROD_00080,0.551
TK_0000361,PROD_00350,5
TK_0000361,PROD_00054,3.031
TK_0000361,PROD_00150,3.268
TK_0000361,PROD_00062,2.621
TK_0000361,PROD_00356,5
TK_0000361,PROD_00018,1
TK_0000361,PROD_00421,2
TK_0000362,PROD_00336,3.038
TK_0000362,PROD_00363,3
TK_0000362,PROD_00224,3
TK_0000362,PROD_00131,4
TK_0000362,PROD_00279,2
TK_0000362,PROD_00097,1
TK_0000362,PROD_00278,2.92
TK_0000363,PROD_00315,2
TK_0000363,PROD_00395,2
TK_0000363,PROD_00082,3
TK_0000363,PROD_00050,4
TK_0000363,PROD_00324,5
TK_0000363,PROD_00451,3
TK_0000363,PROD_00074,1
TK_0000363,PROD_00119,3
TK_0000363,PROD_00448,2
TK_0000363,PROD_00248,1
TK_0000363,PROD_00038,3
TK_0000363,PROD_00358,3.247
TK_0000364,PROD_00480,3
TK_0000364,PROD_00154,5
TK_0000364,PROD_00147,5
TK_0000364,PROD_00094,2.463
TK_0000364,PROD_00481,1
TK_0000364,PROD_00419,3
TK_0000364,PROD_00051,3
TK_0000364,PROD_00102,2
TK_0000364,PROD_00381,2
TK_0000365,PROD_00349,2
TK_0000365,PROD_00263,5
TK_0000365,PROD_00455,4
TK_0000365,PROD_00165,1
TK_0000365,PROD_00258,2.511
TK_0000365,PROD_00107,2
TK_0000365,PROD_00443,1
TK_0000365,PROD_00232,2
TK_0000365,PROD_00253,1
TK_0000365,PROD_00038,4
TK_0000365,PROD_00421,5
TK_0000366,PROD_00495,1
TK_0000366,PROD_00244,1
TK_0000366,PROD_00294,5
TK_0000366,PROD_00232,3
TK_0000366,PROD_00061,2.878
TK_0000366,PROD_00173,2.675
TK_0000366,PROD_00388,2
TK_0000366,PROD_00423,2
TK_0000367,PROD_00154,5
TK_0000367,PROD_00163,3.488
TK_0000367,PROD_00308,2
TK_0000367,PROD_00166,3.422
TK_0000367,PROD_00039,4
TK_0000367,PROD_00443,4
TK_0000367,PROD_00238,3
TK_0000367,PROD_00278,2.413
TK_0000367,PROD_00125,1.096
TK_0000367,PROD_00279,5
TK_0000368,PROD_00486,5
TK_0000368,PROD_00218,2
TK_0000368,PROD_00160,2.337
TK_0000368,PROD_00137,5
TK_0000368,PROD_00268,3
TK_0000368,PROD_00082,5
TK_0000368,PROD_00396,3
TK_0000368,PROD_00122,1
TK_0000368,PROD_00093,1
TK_0000369,PROD_00451,3
TK_0000369,PROD_00477,1
TK_0000369,PROD_00116,5
TK_0000369,PROD_00399,1
TK_0000369,PROD_00450,3
TK_0000369,PROD_00158,3
TK_0000369,PROD_00217,3
TK_0000370,PROD_00102,1
TK_0000370,PROD_00485,4
TK_0000370,PROD_00274,1
TK_0000370,PROD_00063,3
TK_0000370,PROD_00135,2
TK_0000370,PROD_00040,4
TK_0000370,PROD_00407,4
TK_0000370,PROD_00064,1
TK_0000370,PROD_00108,4
TK_0000370,PROD_00381,4
TK_0000371,PROD_00198,1
TK_0000371,PROD_00036,3
TK_0000371,PROD_00176,5
TK_0000371,PROD_00411,3
TK_0000371,PROD_00001,3
TK_0000371,PROD_00348,3.003
TK_0000371,PROD_00206,4
TK_0000372,PROD_00418,1
TK_0000372,PROD_00437,3
TK_0000372,PROD_00204,1
TK_0000372,PROD_00278,2.361
TK_0000372,PROD_00160,3.425
TK_0000372,PROD_00134,2.377
TK_0000372,PROD_00286,2.74
TK_0000372,PROD_00019,3
TK_0000372,PROD_00265,1
TK_0000372,PROD_00183,0.654
TK_0000372,PROD_00126,2
TK_0000372,PROD_00244,5
TK_0000372,PROD_00279,3
TK_0000372,PROD_00093,3
TK_0000373,PROD_00374,3
TK_0000373,PROD_00133,2
TK_0000373,PROD_00395,1
TK_0000373,PROD_00036,1
TK_0000373,PROD_00092,1
TK_0000373,PROD_00238,3
TK_0000373,PROD_00474,0.894
TK_0000374,PROD_00219,3.086
TK_0000374,PROD_00401,4
TK_0000374,PROD_00392,3
TK_0000374,PROD_00235,1.924
TK_0000374,PROD_00466,4
TK_0000374,PROD_00109,2
TK_0000374,PROD_00381,1
TK_0000374,PROD_00060,4
TK_0000374,PROD_00339,5
TK_0000374,PROD_00102,1
TK_0000375,PROD_00267,3
TK_0000375,PROD_00397,4
TK_0000375,PROD_00232,4
TK_0000375,PROD_00271,2
TK_0000375,PROD_00327,2
TK_0000375,PROD_00497,4
TK_0000375,PROD_00223,4
TK_0000375,PROD_00485,2
TK_0000375,PROD_00302,2
TK_0000375,PROD_00096,4
TK_0000376,PROD_00055,5
TK_0000376,PROD_00207,1.874
TK_0000376,PROD_00116,2
TK_0000376,PROD_00259,4
TK_0000376,PROD_00203,5
TK_0000376,PROD_00157,3
TK_0000376,PROD_00005,4
TK_0000376,PROD_00295,5
TK_0000376,PROD_00387,1
TK_0000377,PROD_00481,2
TK_0000377,PROD_00473,2
TK_0000377,PROD_00471,2
TK_0000377,PROD_00388,4
TK_0000377,PROD_00022,3.109
TK_0000377,PROD_00028,3
TK_0000377,PROD_00233,1.273
TK_0000378,PROD_00413,5
TK_0000378,PROD_00376,1
TK_0000378,PROD_00064,5
TK_0000378,PROD_00453,1
TK_0000378,PROD_00114,5
TK_0000378,PROD_00005,4
TK_0000378,PROD_00371,5
TK_0000378,PROD_00374,4
TK_0000379,PROD_00089,3
TK_0000379,PROD_00409,5
TK_0000379,PROD_00093,1
TK_0000379,PROD_00379,5
TK_0000379,PROD_00297,2.608
TK_0000379,PROD_00466,4
TK_0000379,PROD_00160,1.96
TK_0000380,PROD_00262,2
TK_0000380,PROD_00420,5
TK_0000380,PROD_00068,3
TK_0000380,PROD_00348,2.865
TK_0000380,PROD_00253,3
TK_0000380,PROD_00089,2
TK_0000380,PROD_00407,5
TK_0000380,PROD_00168,4
TK_0000380,PROD_00421,3
TK_0000380,PROD_00109,2
TK_0000380,PROD_00469,5
TK_0000380,PROD_00360,2
TK_0000380,PROD_00206,5
TK_0000380,PROD_00466,1
TK_0000381,PROD_00204,3
TK_0000381,PROD_00402,5
TK_0000381,PROD_00233,1.806
TK_0000381,PROD_00206,3
TK_0000381,PROD_00363,4
TK_0000381,PROD_00171,1
TK_0000381,PROD_00348,2.143
TK_0000381,PROD_00332,3
TK_0000382,PROD_00249,2
TK_0000382,PROD_00483,5
TK_0000382,PROD_00290,3
TK_0000382,PROD_00428,3
TK_0000382,PROD_00081,1
TK_0000382,PROD_00382,3
TK_0000382,PROD_00419,4
TK_0000382,PROD_00443,2
TK_0000382,PROD_00374,1
TK_0000382,PROD_00488,2.342
TK_0000383,PROD_00135,5
TK_0000383,PROD_00029,5
TK_0000383,PROD_00292,2.092
TK_0000383,PROD_00476,3
TK_0000383,PROD_00109,2
TK_0000383,PROD_00014,2.384
TK_0000383,PROD_00215,5
TK_0000383,PROD_00004,5
TK_0000383,PROD_00297,0.807
TK_0000383,PROD_00057,4
TK_0000383,PROD_00250,1
TK_0000383,PROD_00415,1.779
TK_0000383,PROD_00028,2
TK_0000384,PROD_00161,1
TK_0000384,PROD_00442,4
TK_0000384,PROD_00379,4
TK_0000384,PROD_00257,5
TK_0000384,PROD_00237,3
TK_0000384,PROD_00105,4
TK_0000384,PROD_00294,2
TK_0000384,PROD_00338,4
TK_0000385,PROD_00325,1
TK_0000385,PROD_00347,1.295
TK_0000385,PROD_00172,2
TK_0000385,PROD_00358,0.761
TK_0000385,PROD_00429,5
TK_0000385,PROD_00113,4
TK_0000385,PROD_00050,1
TK_0000386,PROD_00221,1
TK_0000386,PROD_00454,1.842
TK_0000386,PROD_00464,3
TK_0000386,PROD_00398,3
TK_0000386,PROD_00271,4
TK_0000386,PROD_00292,2.314
TK_0000386,PROD_00197,2.684
TK_0000386,PROD_00488,1.307
TK_0000386,PROD_00438,4
TK_0000386,PROD_00375,1
TK_0000386,PROD_00465,1
TK_0000386,PROD_00167,4
TK_0000387,PROD_00167,4
TK_0000387,PROD_00393,4
TK_0000387,PROD_00252,2
TK_0000387,PROD_00327,4
TK_0000387,PROD_00413,2
TK_0000387,PROD_00466,1
TK_0000387,PROD_00499,4
TK_0000388,PROD_00389,2
TK_0000388,PROD_00207,1.102
TK_0000388,PROD_00027,2
TK_0000388,PROD_00196,1.816
TK_0000388,PROD_00008,2
TK_0000388,PROD_00174,3
TK_0000388,PROD_00291,5
TK_0000389,PROD_00353,5
TK_0000389,PROD_00262,5
TK_0000389,PROD_00007,2.993
TK_0000389,PROD_00301,5
TK_0000389,PROD_00091,3
TK_0000389,PROD_00066,4
TK_0000389,PROD_00463,1.8
TK_0000389,PROD_00218,3
TK_0000390,PROD_00224,2
TK_0000390,PROD_00226,2
TK_0000390,PROD_00049,4
TK_0000390,PROD_00425,1
TK_0000390,PROD_00229,1.796
TK_0000390,PROD_00173,2.048
TK_0000390,PROD_00479,3
TK_0000390,PROD_00091,5
TK_0000390,PROD_00416,4
TK_0000390,PROD_00191,1
TK_0000390,PROD_00097,2
TK_0000390,PROD_00342,1
TK_0000391,PROD_00264,4
TK_0000391,PROD_00041,1
TK_0000391,PROD_00496,4
TK_0000391,PROD_00216,3
TK_0000391,PROD_00493,3
TK_0000391,PROD_00418,1
TK_0000391,PROD_00024,5
TK_0000392,PROD_00100,4
TK_0000392,PROD_00226,2
TK_0000392,PROD_00170,2.237
TK_0000392,PROD_00417,5
TK_0000392,PROD_00442,1
TK_0000392,PROD_00383,5
TK_0000392,PROD_00440,3
TK_0000392,PROD_00286,1.557
TK_0000392,PROD_00293,1
TK_0000392,PROD_00059,0.777
TK_0000392,PROD_00171,1
TK_0000392,PROD_00465,1
TK_0000392,PROD_00332,4
TK_0000393,PROD_00304,4
TK_0000393,PROD_00420,2
TK_0000393,PROD_00324,2
TK_0000393,PROD_00242,5
TK_0000393,PROD_00081,1
TK_0000393,PROD_00281,2.037
TK_0000393,PROD_00226,4
TK_0000393,PROD_00211,1
TK_0000394,PROD_00379,2
TK_0000394,PROD_00010,3
TK_0000394,PROD_00032,3
TK_0000394,PROD_00142,2
TK_0000394,PROD_00137,4
TK_0000394,PROD_00356,1
TK_0000394,PROD_00495,1
TK_0000394,PROD_00229,2.55
TK_0000394,PROD_00172,4
TK_0000395,PROD_00173,2.861
TK_0000395,PROD_00031,2
TK_0000395,PROD_00266,3
TK_0000395,PROD_00253,3
TK_0000395,PROD_00440,5
TK_0000395,PROD_00418,5
TK_0000395,PROD_00441,2
TK_0000395,PROD_00005,1
TK_0000395,PROD_00387,1
TK_0000396,PROD_00432,2
TK_0000396,PROD_00036,3
TK_0000396,PROD_00369,1
TK_0000396,PROD_00236,3
TK_0000396,PROD_00022,1.468
TK_0000396,PROD_00422,4
TK_0000396,PROD_00247,4
TK_0000396,PROD_00403,5
TK_0000396,PROD_00397,3
TK_0000396,PROD_00424,4
TK_0000397,PROD_00067,5
TK_0000397,PROD_00179,2
TK_0000397,PROD_00269,4
TK_0000397,PROD_00111,2.335
TK_0000397,PROD_00443,1
TK_0000397,PROD_00165,5
TK_0000397,PROD_00053,2
TK_0000397,PROD_00041,3
TK_0000397,PROD_00445,0.81
TK_0000398,PROD_00429,4
TK_0000398,PROD_00327,5
TK_0000398,PROD_00100,2
TK_0000398,PROD_00167,1
TK_0000398,PROD_00293,5
TK_0000398,PROD_00106,5
TK_0000399,PROD_00016,3
TK_0000399,PROD_00235,0.515
TK_0000399,PROD_00129,2
TK_0000399,PROD_00005,4
TK_0000399,PROD_00230,3
TK_0000399,PROD_00387,2
TK_0000400,PROD_00253,4
TK_0000400,PROD_00211,1
TK_0000400,PROD_00439,1.298
TK_0000400,PROD_00076,5
TK_0000400,PROD_00360,5
TK_0000400,PROD_00292,1.851
TK_0000400,PROD_00268,5
TK_0000400,PROD_00262,4
TK_0000400,PROD_00403,2
TK_0000400,PROD_00347,2.01
TK_0000400,PROD_00356,5
TK_0000400,PROD_00250,1
TK_0000400,PROD_00242,2
TK_0000400,PROD_00329,2
TK_0000401,PROD_00064,5
TK_0000401,PROD_00418,1
TK_0000401,PROD_00021,4
TK_0000401,PROD_00257,4
TK_0000401,PROD_00493,3
TK_0000401,PROD_00093,2
TK_0000401,PROD_00409,5
TK_0000401,PROD_00160,1.094
TK_0000402,PROD_00319,5
TK_0000402,PROD_00424,1
TK_0000402,PROD_00259,1
TK_0000402,PROD_00457,0.562
TK_0000402,PROD_00051,3
TK_0000402,PROD_00347,3.326
TK_0000402,PROD_00277,1
TK_0000402,PROD_00224,2
TK_0000402,PROD_00396,2
TK_0000402,PROD_00225,5
TK_0000402,PROD_00432,3
TK_0000402,PROD_00097,3
TK_0000403,PROD_00439,1.59
TK_0000403,PROD_00479,2
TK_0000403,PROD_00129,4
TK_0000403,PROD_00126,4
TK_0000403,PROD_00075,2
TK_0000403,PROD_00014,1.626
TK_0000403,PROD_00016,1
TK_0000403,PROD_00366,5
TK_0000404,PROD_00002,5
TK_0000404,PROD_00284,1
TK_0000404,PROD_00332,5
TK_0000404,PROD_00372,3
TK_0000404,PROD_00267,1
TK_0000404,PROD_00141,2
TK_0000404,PROD_00295,3
TK_0000404,PROD_00197,1.836
TK_0000404,PROD_00171,3
TK_0000405,PROD_00487,5
TK_0000405,PROD_00389,2
TK_0000405,PROD_00151,5
TK_0000405,PROD_00041,4
TK_0000405,PROD_00099,3
TK_0000405,PROD_00277,2
TK_0000405,PROD_00305,2
TK_0000405,PROD_00450,3
TK_0000405,PROD_00029,4
TK_0000406,PROD_00172,4
TK_0000406,PROD_00322,5
TK_0000406,PROD_00291,2
TK_0000406,PROD_00350,2
TK_0000406,PROD_00281,0.749
TK_0000406,PROD_00294,4
TK_0000406,PROD_00302,5
TK_0000406,PROD_00471,3
TK_0000406,PROD_00484,1
TK_0000406,PROD_00164,3
TK_0000406,PROD_00117,1
TK_0000406,PROD_00266,3
TK_0000406,PROD_00096,4
TK_0000406,PROD_00067,3
TK_0000406,PROD_00205,2
TK_0000407,PROD_00064,2
TK_0000407,PROD_00288,3.0
TK_0000407,PROD_00109,3
TK_0000407,PROD_00169,5
TK_0000407,PROD_00336,1.808
TK_0000407,PROD_00190,1
TK_0000407,PROD_00172,3
TK_0000407,PROD_00061,2.535
TK_0000407,PROD_00195,3
TK_0000407,PROD_00330,5
TK_0000407,PROD_00083,5
TK_0000407,PROD_00241,5
TK_0000408,PROD_00331,5
TK_0000408,PROD_00281,1.381
TK_0000408,PROD_00016,4
TK_0000408,PROD_00423,1
TK_0000408,PROD_00202,1
TK_0000408,PROD_00464,5
TK_0000409,PROD_00279,1
TK_0000409,PROD_00363,4
TK_0000409,PROD_00347,1.736
TK_0000409,PROD_00162,1.564
TK_0000409,PROD_00071,2
TK_0000409,PROD_00030,1.474
TK_0000409,PROD_00239,4
TK_0000409,PROD_00278,0.772
TK_0000410,PROD_00237,1
TK_0000410,PROD_00410,3.489
TK_0000410,PROD_00198,4
TK_0000410,PROD_00037,5
TK_0000410,PROD_00176,5
TK_0000410,PROD_00024,5
TK_0000410,PROD_00113,3
TK_0000410,PROD_00329,5
TK_0000410,PROD_00075,3
TK_0000411,PROD_00312,1.829
TK_0000411,PROD_00131,3
TK_0000411,PROD_00494,4
TK_0000411,PROD_00170,2.393
TK_0000411,PROD_00451,5
TK_0000411,PROD_00246,4
TK_0000411,PROD_00166,2.197
TK_0000411,PROD_00242,1
TK_0000411,PROD_00457,2.958
TK_0000411,PROD_00037,5
TK_0000411,PROD_00211,3
TK_0000412,PROD_00460,5
TK_0000412,PROD_00275,5
TK_0000412,PROD_00145,1.384
TK_0000412,PROD_00016,2
TK_0000412,PROD_00276,4
TK_0000412,PROD_00364,1.111
TK_0000413,PROD_00488,2.006
TK_0000413,PROD_00293,5
TK_0000413,PROD_00404,5
TK_0000413,PROD_00124,3
TK_0000413,PROD_00335,1
TK_0000413,PROD_00143,2
TK_0000414,PROD_00034,3
TK_0000414,PROD_00472,2.973
TK_0000414,PROD_00117,2
TK_0000414,PROD_00436,1.037
TK_0000414,PROD_00424,1
TK_0000414,PROD_00141,2
TK_0000414,PROD_00460,2
TK_0000414,PROD_00274,1
TK_0000414,PROD_00207,0.784
TK_0000414,PROD_00432,2
TK_0000415,PROD_00487,1
TK_0000415,PROD_00488,0.892
TK_0000415,PROD_00129,3
TK_0000415,PROD_00093,5
TK_0000415,PROD_00024,4
TK_0000415,PROD_00252,2
TK_0000415,PROD_00122,5
TK_0000415,PROD_00438,4
TK_0000415,PROD_00221,2
TK_0000415,PROD_00450,2
TK_0000415,PROD_00160,3.443
TK_0000416,PROD_00144,1
TK_0000416,PROD_00073,2
TK_0000416,PROD_00239,5
TK_0000416,PROD_00087,2
TK_0000416,PROD_00046,3
TK_0000416,PROD_00189,5
TK_0000416,PROD_00182,5
TK_0000416,PROD_00145,2.617
TK_0000417,PROD_00414,1
TK_0000417,PROD_00241,2
TK_0000417,PROD_00149,1
TK_0000417,PROD_00409,1
TK_0000417,PROD_00375,3
TK_0000418,PROD_00120,3
TK_0000418,PROD_00145,0.504
TK_0000418,PROD_00137,5
TK_0000418,PROD_00226,4
TK_0000418,PROD_00018,4
TK_0000418,PROD_00452,5
TK_0000418,PROD_00372,3
TK_0000418,PROD_00154,1
TK_0000418,PROD_00316,3
TK_0000418,PROD_00394,5
TK_0000418,PROD_00263,4
TK_0000419,PROD_00164,5
TK_0000419,PROD_00196,1.531
TK_0000419,PROD_00433,3
TK_0000419,PROD_00423,1
TK_0000419,PROD_00182,2
TK_0000419,PROD_00078,2.389
TK_0000419,PROD_00163,2.933
TK_0000419,PROD_00438,1
TK_0000419,PROD_00158,4
TK_0000419,PROD_00145,2.134
TK_0000420,PROD_00086,1
TK_0000420,PROD_00177,1
TK_0000420,PROD_00103,2
TK_0000420,PROD_00412,5
TK_0000420,PROD_00332,1
TK_0000420,PROD_00171,1
TK_0000421,PROD_00394,1
TK_0000421,PROD_00027,5
TK_0000421,PROD_00215,1
TK_0000421,PROD_00487,2
TK_0000421,PROD_00422,3
TK_0000421,PROD_00434,2
TK_0000421,PROD_00350,3
TK_0000421,PROD_00304,5
TK_0000421,PROD_00241,2
TK_0000421,PROD_00155,1
TK_0000421,PROD_00028,1
TK_0000421,PROD_00450,5
TK_0000422,PROD_00450,3
TK_0000422,PROD_00172,4
TK_0000422,PROD_00199,4
TK_0000422,PROD_00195,4
TK_0000422,PROD_00076,4
TK_0000422,PROD_00242,1
TK_0000422,PROD_00206,2
TK_0000422,PROD_00062,2.973
TK_0000422,PROD_00217,3
TK_0000422,PROD_00211,2
TK_0000422,PROD_00348,1.58
TK_0000423,PROD_00492,4
TK_0000423,PROD_00230,4
TK_0000423,PROD_00277,2
TK_0000423,PROD_00456,4
TK_0000423,PROD_00416,4
TK_0000423,PROD_00139,4
TK_0000423,PROD_00351,4
TK_0000423,PROD_00078,3.24
TK_0000423,PROD_00474,1.123
TK_0000423,PROD_00420,5
TK_0000423,PROD_00112,3
TK_0000423,PROD_00264,4
TK_0000424,PROD_00324,5
TK_0000424,PROD_00423,4
TK_0000424,PROD_00099,5
TK_0000424,PROD_00396,3
TK_0000424,PROD_00010,1
TK_0000424,PROD_00105,5
TK_0000425,PROD_00273,0.848
TK_0000425,PROD_00379,4
TK_0000425,PROD_00019,1
TK_0000425,PROD_00478,3
TK_0000425,PROD_00454,0.948
TK_0000426,PROD_00004,1
TK_0000426,PROD_00489,4
TK_0000426,PROD_00175,1
TK_0000426,PROD_00472,2.372
TK_0000426,PROD_00117,5
TK_0000426,PROD_00092,1
TK_0000426,PROD_00096,3
TK_0000426,PROD_00205,4
TK_0000426,PROD_00302,1
TK_0000427,PROD_00166,1.77
TK_0000427,PROD_00193,2
TK_0000427,PROD_00306,5
TK_0000427,PROD_00120,5
TK_0000427,PROD_00382,4
TK_0000427,PROD_00153,5
TK_0000427,PROD_00394,5
TK_0000427,PROD_00287,5
TK_0000427,PROD_00380,2
TK_0000428,PROD_00267,5
TK_0000428,PROD_00406,0.9
TK_0000428,PROD_00092,3
TK_0000428,PROD_00189,1
TK_0000428,PROD_00129,1
TK_0000428,PROD_00419,2
TK_0000428,PROD_00212,0.807
TK_0000428,PROD_00144,5
TK_0000428,PROD_00026,4
TK_0000428,PROD_00394,3
TK_0000428,PROD_00291,2
TK_0000429,PROD_00329,2
TK_0000429,PROD_00473,5
TK_0000429,PROD_00392,1
TK_0000429,PROD_00298,2
TK_0000429,PROD_00484,3
TK_0000429,PROD_00161,5
TK_0000429,PROD_00360,4
TK_0000429,PROD_00067,4
TK_0000430,PROD_00257,3
TK_0000430,PROD_00494,1
TK_0000430,PROD_00238,3
TK_0000430,PROD_00341,2
TK_0000430,PROD_00201,4
TK_0000430,PROD_00102,5
TK_0000430,PROD_00330,2
TK_0000430,PROD_00496,3
TK_0000430,PROD_00298,4
TK_0000430,PROD_00276,4
TK_0000430,PROD_00381,3
TK_0000431,PROD_00099,3
TK_0000431,PROD_00343,2
TK_0000431,PROD_00179,1
TK_0000431,PROD_00024,1
TK_0000431,PROD_00321,5
TK_0000431,PROD_00015,2
TK_0000431,PROD_00260,5
TK_0000431,PROD_00030,0.929
TK_0000431,PROD_00003,5
TK_0000431,PROD_00148,4
TK_0000431,PROD_00096,1
TK_0000432,PROD_00041,3
TK_0000432,PROD_00275,1
TK_0000432,PROD_00390,2.942
TK_0000432,PROD_00143,4
TK_0000432,PROD_00217,4
TK_0000432,PROD_00039,1
TK_0000432,PROD_00364,3.45
TK_0000432,PROD_00446,5
TK_0000432,PROD_00497,4
TK_0000432,PROD_00300,2.554
TK_0000432,PROD_00450,5
TK_0000433,PROD_00013,1
TK_0000433,PROD_00086,3
TK_0000433,PROD_00091,3
TK_0000433,PROD_00227,5
TK_0000433,PROD_00044,3
TK_0000433,PROD_00329,2
TK_0000433,PROD_00062,0.795
TK_0000433,PROD_00417,3
TK_0000433,PROD_00255,2
TK_0000433,PROD_00360,5
TK_0000434,PROD_00452,4
TK_0000434,PROD_00362,0.533
TK_0000434,PROD_00229,1.352
TK_0000434,PROD_00176,3
TK_0000434,PROD_00464,4
TK_0000434,PROD_00272,2
TK_0000434,PROD_00185,3
TK_0000434,PROD_00051,3
TK_0000434,PROD_00342,2
TK_0000434,PROD_00191,3
TK_0000435,PROD_00124,1
TK_0000435,PROD_00089,5
TK_0000435,PROD_00316,2
TK_0000435,PROD_00349,2
TK_0000435,PROD_00454,2.905
TK_0000435,PROD_00251,0.975
TK_0000435,PROD_00057,2
TK_0000435,PROD_00466,3
TK_0000436,PROD_00059,0.869
TK_0000436,PROD_00087,3
TK_0000436,PROD_00082,1
TK_0000436,PROD_00078,2.676
TK_0000436,PROD_00382,3
TK_0000436,PROD_00258,0.69
TK_0000436,PROD_00125,0.807
TK_0000436,PROD_00448,1
TK_0000436,PROD_00218,5
